text#answer
Какие основные научные направления кафедры информатики и вычислительного эксперимента#Математические и программные методы защиты информации. (В.С. Пилиди, В.А. Нестеренко.) Анализ и обработка изображений. (А.В. Абрамян, В.С. Пилиди.) Низкоуровневое и сетевое программирование. Операционные системы и сети. Распределённые системы. (В.Н. Брагилевский, А.А. Букатов, В.А. Нестеренко.) Теория и реализация языков программирования. Функциональное программирование. (Ю.В. Белякова, В.Н. Брагилевский, А.М. Пеленицын.) Параллельные и высокопроизводительные вычисления, алгоритмы искусственного интеллекта. (Е.М. Андреева, Д.В. Дубров, С.А. Лазарева, Н.Н. Ячменёва.) Проектирование и реализация информационных систем. Базы данных. (А.В. Абрамян, Д.А. Заставной, С.А. Лазарева). Математическое моделирование, численные методы и комплексы программ. (Г.В. Муратова, Л.Г. Чикина)
Специалисты и сотрудники кафедры информатики и вычислительного эксперимента#Ведущие специалисты: доктор физико-математических наук, профессор, В. С. Пилиди, доктор физико-математических наук, профессор, Г. В. Муратова, доктор физико-математических наук, доцент, Л. Г. Чикина, кандидат физико-математических наук, доцент В. А. Нестеренко; кандидат технических наук, доцент А. А. Букатов. Полный список сотрудников с их персональными страницами см. по ссылке «Сотрудники» в меню вверху страницы; эта информация в сжатом виде также представлена в презентации кафедры для студентов ПМИ.
Направления и специальные курсы кафедры информатики и вычислительного эксперимента#Направления подготовки и специальные курсы. Кафедра поддерживает ряд общих и специальных курсов на направлении «фундаментальная информатика и информационные технологии» (ФИИТ), их список можно найти в учебном плане ФИИТ, который размещён на сайте направления (шифр кафедры: 84). Более подробная информация о направлении приведена в презентации. Кафедра поддерживает профиль «математическое и программное обеспечение вычислительных машин» на направлении «прикладная математика и информатика» совместно с кафедрой АДМ. Список спецкурсов можно найти в учебном плане ПМИ на данном сайте (sfedu.ru) в разделе «образовательные программы». Также список кафедральных спецкурсов на ПМИ периодически обновляется в упомянутой выше презентации для студентов ПМИ.
Что важно знать студентам специализирующимся на кафедре ИВЭ#Студентам, специализирующимся на кафедре ИВЭ (независимо от направления подготовки, ПМИ или ФИИТ). Для подготовки выпускных (бакалаврских и магистерских) и курсовых работ необходимо руководствоваться требованиями к оформлению результатов научной работы на ФИИТ (для ПМИ там актуально всё, кроме титульного листа). Кроме того, рекомендуется использовать шаблон работы в LaTeX (вариант для ФИИТ): хотя барьер вхождения в систему LaTeX выше, чем у MS Word и подобных, это позволит избежать большого числа проблем, которые студенты не могут решить в рамках MS Word и подобных, что ежегодно выясняется на защитах выпускных работ.
